time,predicted_global_anom_mean
1867.2972972972973,-0.7578928012801467
1867.4774774774776,-0.5411040622384093
1867.6576576576576,-0.3589008091523142
1867.837837837838,-0.35575257229556995
1868.018018018018,-0.4627300802648892
1868.1981981981983,-0.48831438756294887
1868.3783783783783,-0.4490886600843925
1868.5585585585586,-0.32486708315434876
1868.7387387387387,-0.28206969857159236
1868.918918918919,-0.4694361517121456
1869.099099099099,-0.26594677062096495
1869.2792792792793,-0.4106479274802676
1869.4594594594594,-0.3770127095380731
1869.6396396396397,-0.37470979560151296
1869.8198198198197,-0.4427619988781529
1870.0,-0.3418422745690126
1870.1801801801803,-0.6300083813827355
1870.3603603603603,-0.5455542386302041
1870.5405405405406,-0.3413731737841863
1870.7207207207207,-0.3489389089087574
1870.900900900901,-0.5231977384543807
1871.081081081081,-0.6890714829318245
1871.2612612612613,-0.42623953976849627
1871.4414414414414,-0.4526444683685058
1871.6216216216217,-0.31259999616480794
1871.8018018018017,-0.4778082599074572
1871.981981981982,-0.5079183888102252
1872.162162162162,-0.5523853276890289
1872.3423423423424,-0.6360656301794136
1872.5225225225224,-0.4244737649125583
1872.7027027027027,-0.35976881373780883
1872.8828828828828,-0.527304285297195
1873.063063063063,-0.6059379330468013
1873.2432432432433,-0.7409304019063152
1873.4234234234234,-0.5861582503912274
1873.6036036036037,-0.3452677209193627
1873.7837837837837,-0.38089646171348646
1873.963963963964,-0.5105544389255248
1874.144144144144,-0.5950053426169869
1874.3243243243244,-0.4933943646803533
1874.5045045045044,-0.44447578353523576
1874.6846846846847,-0.40563621686057155
1874.8648648648648,-0.3384388009850298
1875.045045045045,-0.361576647445474
1875.2252252252251,-0.6302193007461196
1875.4054054054054,-0.5438748038222934
1875.5855855855855,-0.3563111736916283
1875.7657657657658,-0.4860574962205349
1875.945945945946,-0.6164557874855308
1876.126126126126,-0.684617842931364
1876.3063063063064,-0.6168939372696994
1876.4864864864865,-0.4958740637821876
1876.6666666666667,-0.4478317823204065
1876.8468468468468,-0.4403077074366316
1877.027027027027,-0.5446890910299119
1877.2072072072071,-0.3549040457933554
1877.3873873873874,-0.31727944398588226
1877.5675675675675,-0.1316739220474099
1877.7477477477478,-0.2622884004779649
1877.9279279279278,0.01789542491442392
1878.1081081081081,-0.24316961689558858
1878.2882882882882,-0.1301340555967112
1878.4684684684685,-0.20142195885385655
1878.6486486486488,-0.19182570311207903
1878.8288288288288,-0.28796120612573733
1879.009009009009,-0.26954205118938324
1879.1891891891892,-0.5439249351120465
1879.3693693693695,-0.5467967004813548
1879.5495495495495,-0.2847120505207548
1879.7297297297298,-0.4676270923062913
1879.9099099099099,-0.4921697011689619
1880.0900900900901,-0.5903001084017339
1880.2702702702702,-0.5450566144014068
1880.4504504504505,-0.42848410554660443
1880.6306306306305,-0.3526617074399966
1880.8108108108108,-0.4326585447241319
1880.990990990991,-0.44901842672495834
1881.1711711711712,-0.6080617591583333
1881.3513513513512,-0.4240722776803093
1881.5315315315315,-0.4698634176591451
1881.7117117117118,-0.5106932603767197
1881.8918918918919,-0.49256198404680407
1882.0720720720722,-0.35666520487693876
1882.2522522522522,-0.4408957513713238
1882.4324324324325,-0.4288708628138216
1882.6126126126126,-0.46374222640932106
1882.7927927927929,-0.5101488966826959
1882.972972972973,-0.47343530973097
1883.1531531531532,-0.49631283814761135
1883.3333333333333,-0.5196160195774673
1883.5135135135135,-0.2904900841141068
1883.6936936936936,-0.5139900626790128
1883.873873873874,-0.37675098065223234
1884.054054054054,-0.6287229178439997
1884.2342342342342,-0.6644189110305228
1884.4144144144143,-0.6735872014066264
1884.5945945945946,-0.5380651641673062
1884.7747747747749,-0.5990524802507333
1884.954954954955,-0.3228832682302665
1885.1351351351352,-0.6107488885084527
1885.3153153153153,-0.7154152676022534
1885.4954954954956,-0.6759985105343961
1885.6756756756756,-0.5315575584279837
1885.855855855856,-0.5298078525747085
1886.036036036036,-0.6480396756287403
1886.2162162162163,-0.8369587156632852
1886.3963963963963,-0.6357818123917746
1886.5765765765766,-0.48053839767990786
1886.7567567567567,-0.5118895470000067
1886.936936936937,-0.47380538535414474
1887.1171171171172,-0.8964189290463136
1887.2972972972973,-0.7297141804697231
1887.4774774774776,-0.5910472810591417
1887.6576576576576,-0.5439149855052492
1887.837837837838,-0.6148047816860323
1888.018018018018,-0.6568474577943821
1888.1981981981983,-0.683069861357376
1888.3783783783783,-0.5933173200586508
1888.5585585585586,-0.271357225166402
1888.7387387387387,-0.45676545712442373
1888.918918918919,-0.10731832119279726
1889.099099099099,-0.20367687950957
1889.2792792792793,-0.40483147577776973
1889.4594594594594,-0.31396225925744314
1889.6396396396397,-0.41542231687700204
1889.8198198198197,-0.3455817531534816
1890.0,-0.5666780448888571
1890.1801801801803,-0.6494672210877657
1890.3603603603603,-0.6307274246160931
1890.5405405405406,-0.4845875320937335
1890.7207207207207,-0.5209570045021191
1890.900900900901,-0.5386295210191536
1891.081081081081,-0.586338196608012
1891.2612612612613,-0.5507276340201188
1891.4414414414414,-0.4294590784433844
1891.6216216216217,-0.46849201958792286
1891.8018018018017,-0.5017276779534573
1891.981981981982,-0.5705243137625127
1892.162162162162,-0.4452178685592211
1892.3423423423424,-0.6202040161475944
1892.5225225225224,-0.4839530204028939
1892.7027027027027,-0.47013688408681975
1892.8828828828828,-0.5273714596696288
1893.063063063063,-0.6516907810260997
1893.2432432432433,-0.7896031732492914
1893.4234234234234,-0.5923051229740027
1893.6036036036037,-0.511744500548221
1893.7837837837837,-0.5431621942640275
1893.963963963964,-0.7057662199997878
1894.144144144144,-1.0815254616030345
1894.3243243243244,-0.7589970073262875
1894.5045045045044,-0.7069406611297135
1894.6846846846847,-0.5087982535458931
1894.8648648648648,-0.6423860061095312
1895.045045045045,-0.6250691928311898
1895.2252252252251,-0.6724667103509361
1895.4054054054054,-0.6392800814033971
1895.5855855855855,-0.3894653436413498
1895.7657657657658,-0.574787841647245
1895.945945945946,-0.4835325140384809
1896.126126126126,-0.6134960256303529
1896.3063063063064,-0.7198055825734366
1896.4864864864865,-0.4429582281638333
1896.6666666666667,-0.4003387152630374
1896.8468468468468,-0.1920106047502025
1897.027027027027,-0.5242167748654444
1897.2072072072071,-0.7014985949935018
1897.3873873873874,-0.37222001114856595
1897.5675675675675,-0.35399862692406864
1897.7477477477478,-0.4261343585570123
1897.9279279279278,-0.2621339434039943
1898.1081081081081,-0.718255842256293
1898.2882882882882,-0.6972115481644585
1898.4684684684685,-0.4438172224864895
1898.6486486486488,-0.3433348860150989
1898.8288288288288,-0.4603611626661658
1899.009009009009,-0.7350880786323475
1899.1891891891892,-0.685214056684209
1899.3693693693695,-0.5678402757166245
1899.5495495495495,-0.44967879196840155
1899.7297297297298,-0.27428317680710623
1899.9099099099099,-0.2712146836358635
1900.0900900900901,-0.3504394365748631
1900.2702702702702,-0.40574193568620825
1900.4504504504505,-0.43243381596779107
1900.6306306306305,-0.414656404173011
1900.8108108108108,-0.32554299716225477
1900.990990990991,-0.3850496873268537
1901.1711711711712,-0.5038997547812428
1901.3513513513512,-0.34251890715344846
1901.5315315315315,-0.43576907877771476
1901.7117117117118,-0.4111592338733787
1901.8918918918919,-0.4481249641706157
1902.0720720720722,-0.4916044348943047
1902.2522522522522,-0.7803937582981846
1902.4324324324325,-0.5092790303329635
1902.6126126126126,-0.4637227502255196
1902.7927927927929,-0.5225045239150634
1902.972972972973,-0.6658508402435892
1903.1531531531532,-0.7006909889946998
1903.3333333333333,-0.7656766309359773
1903.5135135135135,-0.5177977661428024
1903.6936936936936,-0.7291475710959967
1903.873873873874,-0.511952254892317
1904.054054054054,-0.9319118416829681
1904.2342342342342,-0.5645830108481544
1904.4144144144143,-0.7111307450136186
1904.5945945945946,-0.6352893529241335
1904.7747747747749,-0.5769799810935323
1904.954954954955,-0.3460193431467388
1905.1351351351352,-0.7541882754056983
1905.3153153153153,-0.4755744641203934
1905.4954954954956,-0.40541402561187617
1905.6756756756756,-0.6274834744247137
1905.855855855856,-0.5986287499076515
1906.036036036036,-0.6855223489953775
1906.2162162162163,-0.6301895128115302
1906.3963963963963,-0.3872365552320197
1906.5765765765766,-0.3358011521582028
1906.7567567567567,-0.3952333285403571
1906.936936936937,-0.1831355113940204
1907.117117117117,-0.6028750488625392
1907.2972972972973,-0.6111640687527207
1907.4774774774776,-0.6124965872432692
1907.6576576576576,-0.437757372005944
1907.837837837838,-0.4088162285404533
1908.018018018018,-0.6629083230785542
1908.1981981981983,-0.5446601995935123
1908.3783783783783,-0.8408605821747024
1908.5585585585586,-0.5570864152867723
1908.7387387387387,-0.7198697880319466
1908.918918918919,-0.44939872925549995
1909.099099099099,-0.9682563406766935
1909.2792792792793,-0.858350382593986
1909.4594594594594,-0.6456256208667284
1909.6396396396397,-0.5829873615307475
1909.8198198198197,-0.35752054020996415
1910.0,-0.6006582423300917
1910.1801801801803,-0.6467764527784845
1910.3603603603603,-0.6181560334650288
1910.5405405405406,-0.5010917886592969
1910.7207207207207,-0.44241553839333014
1910.900900900901,-0.24779657358763257
1911.081081081081,-0.8088054359353491
1911.2612612612613,-0.9165028170602556
1911.4414414414414,-0.6774907715313997
1911.6216216216217,-0.5725352907935903
1911.8018018018017,-0.38861553333825744
1911.981981981982,-0.40971101642609753
1912.162162162162,-0.8654110968007929
1912.3423423423424,-0.716603287374
1912.5225225225224,-0.5174945442569804
1912.7027027027027,-0.7328043752855691
1912.8828828828828,-0.44677813229698726
1913.063063063063,-0.6307875108076605
1913.2432432432433,-0.7359593177906061
1913.4234234234234,-0.6687404148863166
1913.6036036036037,-0.5632351172008745
1913.7837837837837,-0.4320685559371912
1913.963963963964,-0.289077519180169
1914.144144144144,-0.5812126965401564
1914.3243243243244,-0.49626668646509803
1914.5045045045044,-0.4326322869989886
1914.6846846846847,-0.5212989993642798
1914.8648648648648,-0.12458259027018981
1915.045045045045,-0.36640196786138646
1915.2252252252251,-0.4202965586571874
1915.4054054054054,-0.37554667567063094
1915.5855855855855,-0.34296790065995847
1915.7657657657658,-0.36408181980449694
1915.9459459459458,-0.464481231296146
1916.126126126126,-0.45605215522796544
1916.3063063063064,-0.5194647272223294
1916.4864864864865,-0.4086175764940088
1916.6666666666667,-0.41263103574008675
1916.8468468468468,-0.563204503944338
1917.027027027027,-1.016634762639588
1917.2072072072071,-1.1560336816267784
1917.3873873873874,-0.7738642615154077
1917.5675675675675,-0.3885366006900529
1917.7477477477478,-0.558707498563737
1917.9279279279278,-0.5865792721181109
1918.1081081081081,-1.0191657184493117
1918.2882882882882,-0.8371957225923927
1918.4684684684685,-0.6795202374773519
1918.6486486486488,-0.4883045806277274
1918.8288288288288,-0.33930557681243734
1919.009009009009,-0.3443138714158857
1919.1891891891892,-0.812216506978058
1919.3693693693695,-0.4395520616762797
1919.5495495495495,-0.5267907519402273
1919.7297297297298,-0.45374325825374234
1919.9099099099099,-0.2655205503000956
1920.0900900900901,-0.43435320680379774
1920.2702702702702,-0.4503608457316821
1920.4504504504505,-0.4210490055072582
1920.6306306306305,-0.4957867545899908
1920.8108108108108,-0.4379284132352704
1920.990990990991,-0.4962924403539444
1921.1711711711712,-0.7605325150464197
1921.3513513513512,-0.5851350929380119
1921.5315315315315,-0.39769828229157833
1921.7117117117118,-0.40067037233718295
1921.8918918918919,-0.037469264207023345
1922.0720720720722,-0.34468822413272776
1922.2522522522522,-0.626567565878707
1922.4324324324325,-0.5831600659992231
1922.6126126126126,-0.5714820415225463
1922.7927927927929,-0.45289327365446397
1922.972972972973,-0.06512062605067775
1923.1531531531532,-0.5825176938049765
1923.3333333333333,-0.5270515541315495
1923.5135135135135,-0.4663122949942255
1923.6936936936936,-0.6459716681981205
1923.873873873874,-0.156219321218048
1924.054054054054,-0.38358765518570004
1924.2342342342342,-0.46285726968250007
1924.4144144144143,-0.40891653214296464
1924.5945945945946,-0.6061288354248142
1924.7747747747749,-0.4645641308823017
1924.954954954955,-0.2468927194144577
1925.1351351351352,-0.5469210135490257
1925.3153153153153,-0.3621831752677973
1925.4954954954956,-0.4974720469550336
1925.6756756756756,-0.586133955842191
1925.855855855856,-0.22838118484427083
1926.036036036036,-0.27260177852475714
1926.2162162162163,-0.3368984848364767
1926.3963963963963,-0.349875980673545
1926.5765765765766,-0.46234038071199546
1926.7567567567567,-0.35323764800649304
1926.936936936937,-0.2908786046830723
1927.1171171171172,-0.48466364785499194
1927.2972972972973,-0.7341510452079758
1927.4774774774776,-0.35821419762596846
1927.6576576576576,-0.24202319282002221
1927.837837837838,-0.12194708942860145
1928.018018018018,-0.544588380534006
1928.1981981981983,-0.4881792448391069
1928.3783783783783,-0.5250046478062742
1928.5585585585586,-0.45448621515778853
1928.7387387387387,-0.28052762211992704
1928.918918918919,-0.26812657242808113
1929.099099099099,-0.4848957415814413
1929.2792792792793,-0.8248693161903455
1929.4594594594594,-0.6994888118646041
1929.6396396396397,-0.5397214047998103
1929.8198198198197,-0.33264877169814194
1930.0,-0.5153714781267077
1930.1801801801803,-0.5524163090152053
1930.3603603603603,-0.2751768386940937
1930.5405405405406,-0.3330952033569743
1930.7207207207207,-0.4412554181980981
1930.900900900901,0.1533323024550376
1931.081081081081,-0.23635272474758626
1931.2612612612613,-0.48762030805894085
1931.4414414414414,-0.3658711207330634
1931.6216216216217,-0.28271728587204503
1931.8018018018017,-0.1381334211898522
1931.981981981982,-0.009967137828133632
1932.162162162162,-0.46557151438900235
1932.3423423423424,-0.30887685416699795
1932.5225225225224,-0.35789583922021845
1932.7027027027027,-0.4699231302131857
1932.8828828828828,-0.31945751463406924
1933.063063063063,-0.14632677376660497
1933.2432432432433,-0.45750356528368397
1933.4234234234234,-0.45189241316089246
1933.6036036036037,-0.5544966458063001
1933.7837837837837,-0.48609300610943573
1933.963963963964,-0.39434419689515754
1934.144144144144,-0.344592461761302
1934.3243243243244,-0.5140879516622463
1934.5045045045044,-0.4138736771131921
1934.6846846846847,-0.3084108986200306
1934.8648648648648,0.05008436603752903
1935.045045045045,-0.46234548919406127
1935.2252252252251,-0.423673427538785
1935.4054054054054,-0.5312087703926447
1935.5855855855855,-0.3167122847775831
1935.7657657657658,-0.2501026834580876
1935.9459459459458,-0.12073936723541456
1936.126126126126,-0.5595757239120154
1936.3063063063064,-0.4322384896029413
1936.4864864864865,-0.3657290849713777
1936.6666666666667,-0.11806584339105117
1936.8468468468468,-0.011015498892709363
1937.027027027027,-0.0788993786968891
1937.2072072072071,-0.5134685907852158
1937.3873873873874,-0.3341444493631636
1937.5675675675675,-0.3213950763653285
1937.7477477477478,-0.07369341244118793
1937.9279279279278,0.14555914624738492
1938.1081081081081,-0.08215927240350693
1938.2882882882882,-0.10705164625663974
1938.4684684684685,-0.41412243455341213
1938.6486486486488,-0.16477284029897687
1938.8288288288288,0.09901793463263991
1939.009009009009,-0.04076068061475541
1939.1891891891892,-0.3499461847352046
1939.3693693693695,-0.3269152592463808
1939.5495495495495,-0.19593086824631076
1939.7297297297298,-0.20537299395074243
1939.9099099099099,0.0007872726908816352
1940.0900900900901,0.12929646303203124
1940.2702702702702,-0.16475374740651036
1940.4504504504505,-0.13854035309608415
1940.6306306306305,-0.28166740940213514
1940.8108108108108,0.004135264899991858
1940.990990990991,0.1271385672661376
1941.1711711711712,-0.1473530377854435
1941.3513513513512,-0.16610282168450452
1941.5315315315315,-0.15052384777269537
1941.7117117117118,-0.10953072173985906
1941.8918918918919,-0.005187996091858521
1942.0720720720722,0.1631806966777158
1942.2522522522522,-0.4449101894081957
1942.4324324324325,-0.25375414772976684
1942.6126126126126,-0.2606423716767163
1942.7927927927929,-0.1042714949008742
1942.972972972973,-0.08897460614789102
1943.1531531531532,-0.2609540496189682
1943.3333333333333,-0.04423394973265729
1943.5135135135135,-0.3656328720288935
1943.6936936936936,-0.2280355900705327
1943.873873873874,0.20880070606708107
1944.054054054054,0.06669418531986054
1944.2342342342342,0.0548041785531293
1944.4144144144143,-0.018605681586795264
1944.5945945945946,-0.26284238616243505
1944.7747747747749,0.1073332319431321
1944.954954954955,0.323802988077649
1945.1351351351352,0.07266300216954341
1945.3153153153153,0.019615613237852214
1945.4954954954956,-0.14543387924445206
1945.6756756756756,0.052202731798118684
1945.855855855856,-0.1038236969146056
1946.036036036036,-0.21701697890084004
1946.2162162162163,-0.5111443830078461
1946.3963963963963,-0.2915497548847021
1946.5765765765766,-0.360293035468408
1946.7567567567567,-0.3149217813459963
1946.936936936937,-0.11919362753533434
1947.1171171171172,0.0016956595348726622
1947.2972972972973,-0.20120336296218932
1947.4774774774776,-0.19565700526893182
1947.6576576576576,-0.32135476727075174
1947.837837837838,0.006770339807331882
1948.018018018018,-0.34561539106709777
1948.1981981981983,-0.5115174148998436
1948.3783783783783,-0.20248004770572325
1948.5585585585586,-0.33476333072734876
1948.7387387387387,-0.35561097391416074
1948.918918918919,-0.2673879978927999
1949.099099099099,-0.3338747048547128
1949.2792792792793,-0.23952790596498316
1949.4594594594594,-0.33756683517488784
1949.6396396396397,-0.397230415846401
1949.8198198198197,-0.2852283695167374
1950.0,-0.1581011752053013
1950.1801801801803,-0.48070265571053533
1950.3603603603603,-0.43005892683726776
1950.5405405405406,-0.2775298272157446
1950.7207207207207,-0.3772846755771286
1950.900900900901,-0.44815181072311183
1951.081081081081,-0.797285221531155
1951.2612612612613,-0.4027606084405201
1951.4414414414414,-0.2258706006537014
1951.6216216216217,-0.3070158838725738
1951.8018018018017,-0.06316151651052926
1951.981981981982,-0.22884787094140854
1952.162162162162,-0.26768400165145856
1952.3423423423424,-0.2763024998187754
1952.5225225225224,-0.3101628124161279
1952.7027027027027,-0.19586341202875707
1952.8828828828828,-0.09263066295351308
1953.063063063063,-0.1499930929529095
1953.2432432432433,-0.24213872501063113
1953.4234234234234,-0.08164271106091228
1953.6036036036037,-0.3565913458530898
1953.7837837837837,-0.22928717629112416
1953.963963963964,-0.13937749317258633
1954.144144144144,-0.4365452512015307
1954.3243243243244,-0.49042603063378076
1954.5045045045044,-0.307277059407701
1954.6846846846847,-0.43857129249234517
1954.8648648648648,-0.0696701193430243
1955.045045045045,-0.12663282991475922
1955.2252252252251,-0.5972580964212113
1955.4054054054054,-0.47791609079452574
1955.5855855855855,-0.28201260765783276
1955.7657657657658,-0.3170406082303693
1955.9459459459458,-0.5949829173609216
1956.126126126126,-0.2514622468423293
1956.3063063063064,-0.4666918940396274
1956.4864864864865,-0.4427865281981692
1956.6666666666667,-0.601452703040452
1956.8468468468468,-0.5044427330300865
1957.027027027027,0.003831544624039479
1957.2072072072071,-0.37298280239377585
1957.3873873873874,-0.1734574394658025
1957.5675675675675,-0.23086048519534894
1957.7477477477478,-0.15369740447728816
1957.9279279279278,-0.274968845756292
1958.1081081081081,0.01879154664337393
1958.2882882882882,-0.4101130510341937
1958.4684684684685,-0.3655282458645471
1958.6486486486488,-0.3906460660154444
1958.8288288288288,-0.32805856730111876
1959.009009009009,-0.31724113184429004
1959.1891891891892,-0.2362064918563596
1959.3693693693695,-0.06583762401585955
1959.5495495495495,-0.17158437858496103
1959.7297297297298,-0.360249611390289
1959.9099099099099,-0.11065471638804389
1960.0900900900901,-0.2604253106735694
1960.2702702702702,-0.798506181493412
1960.4504504504505,-0.3963646228137636
1960.6306306306305,-0.3152067723798328
1960.8108108108108,-0.18762467282034012
1960.990990990991,-0.18204671972433237
1961.1711711711712,-0.28898330049331483
1961.3513513513512,-0.16924510580953667
1961.5315315315315,-0.1906295721530432
1961.7117117117118,-0.17962453801880893
1961.8918918918919,-0.16367538162926024
1962.0720720720722,-0.4097900216626468
1962.2522522522522,-0.17368616426724967
1962.4324324324325,-0.47838160441246463
1962.6126126126126,-0.40693894054065205
1962.7927927927929,-0.44038518829746465
1962.972972972973,-0.33505879723201126
1963.1531531531532,-0.387919579775872
1963.3333333333333,-0.5502529554752473
1963.5135135135135,-0.3044639344493967
1963.6936936936936,-0.0482984677481762
1963.873873873874,-0.3649021213478797
1964.054054054054,-0.587845954891802
1964.2342342342342,-0.8239160842507613
1964.4144144144143,-0.784780371396026
1964.5945945945946,-0.27954519177871623
1964.7747747747749,-0.6605663317756945
1964.954954954955,-0.5248618629543245
1965.1351351351352,-0.45715696055072963
1965.3153153153153,-0.4637068431951243
1965.4954954954956,-0.47172083212125426
1965.6756756756756,-0.30644915777897863
1965.855855855856,-0.23519781711740367
1966.036036036036,-0.6226591030201836
1966.2162162162163,-0.49024482845256745
1966.3963963963963,-0.44496424139253593
1966.5765765765766,-0.1928463315104753
1966.7567567567567,-0.3517822939675035
1966.936936936937,-0.2988023225627227
1967.1171171171172,-0.5868449294071629
1967.2972972972973,-0.29304593215840546
1967.4774774774776,-0.18327935908669984
1967.6576576576576,-0.19367941468384903
1967.837837837838,-0.12513358902481775
1968.018018018018,-0.1684356673050491
1968.1981981981983,-0.3002413658798401
1968.3783783783783,-0.2528220095850956
1968.5585585585586,-0.4706852729621654
1968.7387387387387,-0.5569543003098907
1968.918918918919,-0.7194530419548936
1969.099099099099,-0.5131636192650576
1969.2792792792793,-0.5635719476981196
1969.4594594594594,-0.14661532098913327
1969.6396396396397,-0.36213263329042483
1969.8198198198197,-0.02388664808977664
1970.0,-0.0014340535154703238
1970.1801801801803,-0.27409948583336896
1970.3603603603603,-0.4407307542736033
1970.5405405405406,-0.24029552193585352
1970.7207207207207,-0.21130420466128658
1970.900900900901,-0.30392230410496024
1971.081081081081,-0.5426128813321254
1971.2612612612613,-0.417610110394936
1971.4414414414414,-0.28250350051730705
1971.6216216216217,-0.26514074815236
1971.8018018018017,-0.24934727064834372
1971.981981981982,-0.3978711657467946
1972.162162162162,-0.4378435017723663
1972.3423423423424,-0.3242387237000403
1972.5225225225224,-0.19092679143913982
1972.7027027027027,0.04487460966850715
1972.8828828828828,-0.2372787785903876
1973.063063063063,-0.0905763235080484
1973.2432432432433,-0.29168253138236994
1973.4234234234234,0.004036126632500914
1973.6036036036037,-0.20178918419195568
1973.7837837837837,-0.1512507568584336
1973.963963963964,-0.25645790336524665
1974.144144144144,-0.4742277286168271
1974.3243243243244,-0.4152851808810358
1974.5045045045044,-0.22633659320248078
1974.6846846846847,-0.055969307310122896
1974.8648648648648,-0.25738624022352485
1975.045045045045,-0.4189434121811625
1975.2252252252251,-0.14502577381128012
1975.4054054054054,-0.022732948307448153
1975.5855855855855,-0.30587066004973085
1975.7657657657658,-0.286952586839799
1975.9459459459458,-0.4466620549443526
1976.126126126126,-0.30070906105233247
1976.3063063063064,-0.3401167061768054
1976.4864864864865,-0.435016331826834
1976.6666666666667,-0.3235546826092687
1976.8468468468468,-0.6444498743189078
1977.027027027027,-0.0827649857488918
1977.2072072072071,-0.45528950299368565
1977.3873873873874,0.023559816608741846
1977.5675675675675,0.017005472504131924
1977.7477477477478,-0.31034660319186785
1977.9279279279278,-0.2840783548841679
1978.1081081081081,-0.3689787367399429
1978.2882882882882,-0.2285356128191795
1978.4684684684685,-0.2531258517265767
1978.6486486486488,-0.4075357350781859
1978.8288288288288,-0.20151665313959388
1979.0090090090089,-0.3021932643486411
1979.1891891891892,-0.7434636203846969
1979.3693693693695,-0.31715628045787575
1979.5495495495495,-0.3205780058799054
1979.7297297297298,-0.02445340929764389
1979.9099099099099,0.003340439781813642
1980.0900900900901,0.12670974212574887
1980.2702702702702,0.08940351984068967
1980.4504504504505,0.03757458706132932
1980.6306306306305,0.07634159573508925
1980.8108108108108,-0.02432786986605895
1980.990990990991,-0.15877295619150045
1981.1711711711712,0.17643236668673723
1981.3513513513512,-0.0020916531167536334
1981.5315315315315,0.12212251072822528
1981.7117117117118,0.08545703458919152
1981.8918918918919,0.1556189030402076
1982.0720720720722,-0.3031443897996369
1982.2522522522522,-0.4007983901035748
1982.4324324324325,-0.2261187576364907
1982.6126126126126,-0.14272812677303565
1982.7927927927929,-0.1612691336727084
1982.972972972973,0.05593655003823589
1983.1531531531532,-0.03252056809402348
1983.3333333333333,-0.041984374980682804
1983.5135135135135,-0.11012390590317389
1983.6936936936936,0.14735342391755002
1983.873873873874,-0.08636034957857036
1984.054054054054,-0.03210167375875739
1984.2342342342342,-0.1305497773323585
1984.4144144144143,0.05248006065104882
1984.5945945945946,-0.01893101698035199
1984.7747747747749,0.08241556349833196
