time,global_anom_mean
"(Timestamp('1882-06-01 00:00:00'), 0.0)",-0.56215096
"(Timestamp('1882-07-01 00:00:00'), 0.0)",-0.5167019
"(Timestamp('1882-08-01 00:00:00'), 0.0)",-0.43536
"(Timestamp('1882-09-01 00:00:00'), 0.0)",-0.47619855
"(Timestamp('1882-10-01 00:00:00'), 0.0)",-0.555617
"(Timestamp('1882-11-01 00:00:00'), 0.0)",-0.3962183
"(Timestamp('1882-12-01 00:00:00'), 0.0)",-0.5340633
"(Timestamp('1883-01-01 00:00:00'), 0.0)",-0.43349758
"(Timestamp('1883-02-01 00:00:00'), 0.0)",-0.4955485
"(Timestamp('1883-03-01 00:00:00'), 0.0)",-0.24752827
"(Timestamp('1883-04-01 00:00:00'), 0.0)",-0.55958986
"(Timestamp('1883-05-01 00:00:00'), 0.0)",-0.43669355
"(Timestamp('1883-06-01 00:00:00'), 0.0)",-0.2587294
"(Timestamp('1883-07-01 00:00:00'), 0.0)",-0.29015255
"(Timestamp('1883-08-01 00:00:00'), 0.0)",-0.56743354
"(Timestamp('1883-09-01 00:00:00'), 0.0)",-0.48002073
"(Timestamp('1883-10-01 00:00:00'), 0.0)",-0.5176184
"(Timestamp('1883-11-01 00:00:00'), 0.0)",-0.20559274
"(Timestamp('1883-12-01 00:00:00'), 0.0)",-0.49391085
"(Timestamp('1884-01-01 00:00:00'), 0.0)",-0.7103866
"(Timestamp('1884-02-01 00:00:00'), 0.0)",-0.42072245
"(Timestamp('1884-03-01 00:00:00'), 0.0)",-0.7403845
"(Timestamp('1884-04-01 00:00:00'), 0.0)",-0.7996964
"(Timestamp('1884-05-01 00:00:00'), 0.0)",-0.6946155
"(Timestamp('1884-06-01 00:00:00'), 0.0)",-0.50585383
"(Timestamp('1884-07-01 00:00:00'), 0.0)",-0.5654326
"(Timestamp('1884-08-01 00:00:00'), 0.0)",-0.5452797
"(Timestamp('1884-09-01 00:00:00'), 0.0)",-0.6688303
"(Timestamp('1884-10-01 00:00:00'), 0.0)",-0.50297636
"(Timestamp('1884-11-01 00:00:00'), 0.0)",-0.39895612
"(Timestamp('1884-12-01 00:00:00'), 0.0)",-0.16187935
"(Timestamp('1885-01-01 00:00:00'), 0.0)",-0.6853193
"(Timestamp('1885-02-01 00:00:00'), 0.0)",-0.5318053
"(Timestamp('1885-03-01 00:00:00'), 0.0)",-0.6704785
"(Timestamp('1885-04-01 00:00:00'), 0.0)",-0.75151724
"(Timestamp('1885-05-01 00:00:00'), 0.0)",-0.6279666
"(Timestamp('1885-06-01 00:00:00'), 0.0)",-0.74400866
"(Timestamp('1885-07-01 00:00:00'), 0.0)",-0.5126892
"(Timestamp('1885-08-01 00:00:00'), 0.0)",-0.50860256
"(Timestamp('1885-09-01 00:00:00'), 0.0)",-0.63241804
"(Timestamp('1885-10-01 00:00:00'), 0.0)",-0.5051578
"(Timestamp('1885-11-01 00:00:00'), 0.0)",-0.5892959
"(Timestamp('1885-12-01 00:00:00'), 0.0)",-0.43660292
"(Timestamp('1886-01-01 00:00:00'), 0.0)",-0.9057757
"(Timestamp('1886-02-01 00:00:00'), 0.0)",-0.653843
"(Timestamp('1886-03-01 00:00:00'), 0.0)",-1.0213097
"(Timestamp('1886-04-01 00:00:00'), 0.0)",-0.739662
"(Timestamp('1886-05-01 00:00:00'), 0.0)",-0.5898394
"(Timestamp('1886-06-01 00:00:00'), 0.0)",-0.6366781
"(Timestamp('1886-07-01 00:00:00'), 0.0)",-0.45941243
"(Timestamp('1886-08-01 00:00:00'), 0.0)",-0.43442178
"(Timestamp('1886-09-01 00:00:00'), 0.0)",-0.4764392
"(Timestamp('1886-10-01 00:00:00'), 0.0)",-0.64757717
"(Timestamp('1886-11-01 00:00:00'), 0.0)",-0.4646616
"(Timestamp('1886-12-01 00:00:00'), 0.0)",-0.4578867
"(Timestamp('1887-01-01 00:00:00'), 0.0)",-1.0349807
"(Timestamp('1887-02-01 00:00:00'), 0.0)",-0.778576
"(Timestamp('1887-03-01 00:00:00'), 0.0)",-0.71929336
"(Timestamp('1887-04-01 00:00:00'), 0.0)",-0.7511739
"(Timestamp('1887-05-01 00:00:00'), 0.0)",-0.7120753
"(Timestamp('1887-06-01 00:00:00'), 0.0)",-0.55712086
"(Timestamp('1887-07-01 00:00:00'), 0.0)",-0.46748424
"(Timestamp('1887-08-01 00:00:00'), 0.0)",-0.5738803
"(Timestamp('1887-09-01 00:00:00'), 0.0)",-0.4354511
"(Timestamp('1887-10-01 00:00:00'), 0.0)",-0.67344964
"(Timestamp('1887-11-01 00:00:00'), 0.0)",-0.5449473
"(Timestamp('1887-12-01 00:00:00'), 0.0)",-0.77569795
"(Timestamp('1888-01-01 00:00:00'), 0.0)",-0.35903817
"(Timestamp('1888-02-01 00:00:00'), 0.0)",-0.6606967
"(Timestamp('1888-03-01 00:00:00'), 0.0)",-0.7422817
"(Timestamp('1888-04-01 00:00:00'), 0.0)",-0.72049654
"(Timestamp('1888-05-01 00:00:00'), 0.0)",-0.5018805
"(Timestamp('1888-06-01 00:00:00'), 0.0)",-0.353588
"(Timestamp('1888-07-01 00:00:00'), 0.0)",-0.21040526
"(Timestamp('1888-08-01 00:00:00'), 0.0)",-0.36555082
"(Timestamp('1888-09-01 00:00:00'), 0.0)",-0.524852
"(Timestamp('1888-10-01 00:00:00'), 0.0)",-0.06276067
"(Timestamp('1888-11-01 00:00:00'), 0.0)",-0.034487642
"(Timestamp('1888-12-01 00:00:00'), 0.0)",-0.34545437
"(Timestamp('1889-01-01 00:00:00'), 0.0)",-0.14875995
"(Timestamp('1889-02-01 00:00:00'), 0.0)",-0.081744194
"(Timestamp('1889-03-01 00:00:00'), 0.0)",-0.41659212
"(Timestamp('1889-04-01 00:00:00'), 0.0)",-0.3601101
"(Timestamp('1889-05-01 00:00:00'), 0.0)",-0.20464998
"(Timestamp('1889-06-01 00:00:00'), 0.0)",-0.39162987
"(Timestamp('1889-07-01 00:00:00'), 0.0)",-0.40029553
"(Timestamp('1889-08-01 00:00:00'), 0.0)",-0.45341015
"(Timestamp('1889-09-01 00:00:00'), 0.0)",-0.25778484
"(Timestamp('1889-10-01 00:00:00'), 0.0)",-0.33244288
"(Timestamp('1889-11-01 00:00:00'), 0.0)",-0.5570441
"(Timestamp('1889-12-01 00:00:00'), 0.0)",-0.60483336
"(Timestamp('1890-01-01 00:00:00'), 0.0)",-0.47129717
"(Timestamp('1890-02-01 00:00:00'), 0.0)",-0.6777456
"(Timestamp('1890-03-01 00:00:00'), 0.0)",-0.57221115
"(Timestamp('1890-04-01 00:00:00'), 0.0)",-0.68859386
"(Timestamp('1890-05-01 00:00:00'), 0.0)",-0.5350637
"(Timestamp('1890-06-01 00:00:00'), 0.0)",-0.52669626
"(Timestamp('1890-07-01 00:00:00'), 0.0)",-0.47197852
"(Timestamp('1890-08-01 00:00:00'), 0.0)",-0.47336116
"(Timestamp('1890-09-01 00:00:00'), 0.0)",-0.54160565
"(Timestamp('1890-10-01 00:00:00'), 0.0)",-0.32930225
"(Timestamp('1890-11-01 00:00:00'), 0.0)",-0.62818444
"(Timestamp('1890-12-01 00:00:00'), 0.0)",-0.6279953
"(Timestamp('1891-01-01 00:00:00'), 0.0)",-0.511548
"(Timestamp('1891-02-01 00:00:00'), 0.0)",-1.0464402
"(Timestamp('1891-03-01 00:00:00'), 0.0)",-0.48729286
"(Timestamp('1891-04-01 00:00:00'), 0.0)",-0.62602323
"(Timestamp('1891-05-01 00:00:00'), 0.0)",-0.4333784
"(Timestamp('1891-06-01 00:00:00'), 0.0)",-0.3400204
"(Timestamp('1891-07-01 00:00:00'), 0.0)",-0.45902148
"(Timestamp('1891-08-01 00:00:00'), 0.0)",-0.49806544
"(Timestamp('1891-09-01 00:00:00'), 0.0)",-0.5780274
"(Timestamp('1891-10-01 00:00:00'), 0.0)",-0.45346662
"(Timestamp('1891-11-01 00:00:00'), 0.0)",-0.70375615
"(Timestamp('1891-12-01 00:00:00'), 0.0)",-0.5611412
"(Timestamp('1892-01-01 00:00:00'), 0.0)",-0.569714
"(Timestamp('1892-02-01 00:00:00'), 0.0)",-0.35498706
"(Timestamp('1892-03-01 00:00:00'), 0.0)",-0.43070814
"(Timestamp('1892-04-01 00:00:00'), 0.0)",-0.62104195
"(Timestamp('1892-05-01 00:00:00'), 0.0)",-0.7080331
"(Timestamp('1892-06-01 00:00:00'), 0.0)",-0.4443609
"(Timestamp('1892-07-01 00:00:00'), 0.0)",-0.61167717
"(Timestamp('1892-08-01 00:00:00'), 0.0)",-0.48172572
"(Timestamp('1892-09-01 00:00:00'), 0.0)",-0.4184059
"(Timestamp('1892-10-01 00:00:00'), 0.0)",-0.57712704
"(Timestamp('1892-11-01 00:00:00'), 0.0)",-0.5219095
"(Timestamp('1892-12-01 00:00:00'), 0.0)",-0.41689217
"(Timestamp('1893-01-01 00:00:00'), 0.0)",-0.7194582
"(Timestamp('1893-02-01 00:00:00'), 0.0)",-0.76058924
"(Timestamp('1893-03-01 00:00:00'), 0.0)",-0.83556676
"(Timestamp('1893-04-01 00:00:00'), 0.0)",-0.66847533
"(Timestamp('1893-05-01 00:00:00'), 0.0)",-0.6116478
"(Timestamp('1893-06-01 00:00:00'), 0.0)",-0.4073716
"(Timestamp('1893-07-01 00:00:00'), 0.0)",-0.488684
"(Timestamp('1893-08-01 00:00:00'), 0.0)",-0.5892045
"(Timestamp('1893-09-01 00:00:00'), 0.0)",-0.59891397
"(Timestamp('1893-10-01 00:00:00'), 0.0)",-0.42230833
"(Timestamp('1893-11-01 00:00:00'), 0.0)",-0.68155634
"(Timestamp('1893-12-01 00:00:00'), 0.0)",-0.77179813
"(Timestamp('1894-01-01 00:00:00'), 0.0)",-1.0559565
"(Timestamp('1894-02-01 00:00:00'), 0.0)",-1.1795977
"(Timestamp('1894-03-01 00:00:00'), 0.0)",-0.8091943
"(Timestamp('1894-04-01 00:00:00'), 0.0)",-0.7604143
"(Timestamp('1894-05-01 00:00:00'), 0.0)",-0.50302076
"(Timestamp('1894-06-01 00:00:00'), 0.0)",-0.80376613
"(Timestamp('1894-07-01 00:00:00'), 0.0)",-0.46366337
"(Timestamp('1894-08-01 00:00:00'), 0.0)",-0.39618397
"(Timestamp('1894-09-01 00:00:00'), 0.0)",-0.75543267
"(Timestamp('1894-10-01 00:00:00'), 0.0)",-0.7171429
"(Timestamp('1894-11-01 00:00:00'), 0.0)",-0.6195457
"(Timestamp('1894-12-01 00:00:00'), 0.0)",-0.5091744
"(Timestamp('1895-01-01 00:00:00'), 0.0)",-0.69783545
"(Timestamp('1895-02-01 00:00:00'), 0.0)",-0.86356306
"(Timestamp('1895-03-01 00:00:00'), 0.0)",-0.576631
"(Timestamp('1895-04-01 00:00:00'), 0.0)",-0.6510424
"(Timestamp('1895-05-01 00:00:00'), 0.0)",-0.6596923
"(Timestamp('1895-06-01 00:00:00'), 0.0)",-0.46705288
"(Timestamp('1895-07-01 00:00:00'), 0.0)",-0.35627517
"(Timestamp('1895-08-01 00:00:00'), 0.0)",-0.40737227
"(Timestamp('1895-09-01 00:00:00'), 0.0)",-0.604456
"(Timestamp('1895-10-01 00:00:00'), 0.0)",-0.54068255
"(Timestamp('1895-11-01 00:00:00'), 0.0)",-0.3704032
"(Timestamp('1895-12-01 00:00:00'), 0.0)",-0.7215435
"(Timestamp('1896-01-01 00:00:00'), 0.0)",-0.6118005
"(Timestamp('1896-02-01 00:00:00'), 0.0)",-0.56425506
"(Timestamp('1896-03-01 00:00:00'), 0.0)",-0.48658922
"(Timestamp('1896-04-01 00:00:00'), 0.0)",-0.8745236
"(Timestamp('1896-05-01 00:00:00'), 0.0)",-0.68011653
"(Timestamp('1896-06-01 00:00:00'), 0.0)",-0.37845415
"(Timestamp('1896-07-01 00:00:00'), 0.0)",-0.46957868
"(Timestamp('1896-08-01 00:00:00'), 0.0)",-0.38035822
"(Timestamp('1896-09-01 00:00:00'), 0.0)",-0.40768757
"(Timestamp('1896-10-01 00:00:00'), 0.0)",-0.099236265
"(Timestamp('1896-11-01 00:00:00'), 0.0)",-0.2995548
"(Timestamp('1896-12-01 00:00:00'), 0.0)",-0.5357414
"(Timestamp('1897-01-01 00:00:00'), 0.0)",-0.5203475
"(Timestamp('1897-02-01 00:00:00'), 0.0)",-0.86766815
"(Timestamp('1897-03-01 00:00:00'), 0.0)",-0.57133
"(Timestamp('1897-04-01 00:00:00'), 0.0)",-0.26545706
"(Timestamp('1897-05-01 00:00:00'), 0.0)",-0.37638256
"(Timestamp('1897-06-01 00:00:00'), 0.0)",-0.42717233
"(Timestamp('1897-07-01 00:00:00'), 0.0)",-0.33380422
"(Timestamp('1897-08-01 00:00:00'), 0.0)",-0.34094378
"(Timestamp('1897-09-01 00:00:00'), 0.0)",-0.42027926
"(Timestamp('1897-10-01 00:00:00'), 0.0)",-0.5574644
"(Timestamp('1897-11-01 00:00:00'), 0.0)",-0.26220798
"(Timestamp('1897-12-01 00:00:00'), 0.0)",-0.06613378
"(Timestamp('1898-01-01 00:00:00'), 0.0)",-0.7539105
"(Timestamp('1898-02-01 00:00:00'), 0.0)",-0.7042941
"(Timestamp('1898-03-01 00:00:00'), 0.0)",-0.7679146
"(Timestamp('1898-04-01 00:00:00'), 0.0)",-0.6641712
"(Timestamp('1898-05-01 00:00:00'), 0.0)",-0.47876668
"(Timestamp('1898-06-01 00:00:00'), 0.0)",-0.416207
"(Timestamp('1898-07-01 00:00:00'), 0.0)",-0.31379598
"(Timestamp('1898-08-01 00:00:00'), 0.0)",-0.31518075
"(Timestamp('1898-09-01 00:00:00'), 0.0)",-0.29760352
"(Timestamp('1898-10-01 00:00:00'), 0.0)",-0.46266598
"(Timestamp('1898-11-01 00:00:00'), 0.0)",-0.7636363
"(Timestamp('1898-12-01 00:00:00'), 0.0)",-0.78508383
"(Timestamp('1899-01-01 00:00:00'), 0.0)",-0.7783624
"(Timestamp('1899-02-01 00:00:00'), 0.0)",-0.7354745
"(Timestamp('1899-03-01 00:00:00'), 0.0)",-0.54295295
"(Timestamp('1899-04-01 00:00:00'), 0.0)",-0.5371151
"(Timestamp('1899-05-01 00:00:00'), 0.0)",-0.60513264
"(Timestamp('1899-06-01 00:00:00'), 0.0)",-0.5678692
"(Timestamp('1899-07-01 00:00:00'), 0.0)",-0.40411165
"(Timestamp('1899-08-01 00:00:00'), 0.0)",-0.37122068
"(Timestamp('1899-09-01 00:00:00'), 0.0)",-0.18387641
"(Timestamp('1899-10-01 00:00:00'), 0.0)",-0.43240884
"(Timestamp('1899-11-01 00:00:00'), 0.0)",-0.27325344
"(Timestamp('1899-12-01 00:00:00'), 0.0)",-0.032221265
"(Timestamp('1900-01-01 00:00:00'), 0.0)",-0.3666769
"(Timestamp('1900-02-01 00:00:00'), 0.0)",-0.09066928
"(Timestamp('1900-03-01 00:00:00'), 0.0)",-0.30001515
"(Timestamp('1900-04-01 00:00:00'), 0.0)",-0.63329595
"(Timestamp('1900-05-01 00:00:00'), 0.0)",-0.49280208
"(Timestamp('1900-06-01 00:00:00'), 0.0)",-0.3750089
"(Timestamp('1900-07-01 00:00:00'), 0.0)",-0.41956672
"(Timestamp('1900-08-01 00:00:00'), 0.0)",-0.42934418
"(Timestamp('1900-09-01 00:00:00'), 0.0)",-0.5496823
"(Timestamp('1900-10-01 00:00:00'), 0.0)",-0.21827129
"(Timestamp('1900-11-01 00:00:00'), 0.0)",-0.22387479
"(Timestamp('1900-12-01 00:00:00'), 0.0)",-0.40033793
"(Timestamp('1901-01-01 00:00:00'), 0.0)",-0.7140905
"(Timestamp('1901-02-01 00:00:00'), 0.0)",-0.51541466
"(Timestamp('1901-03-01 00:00:00'), 0.0)",-0.1724207
"(Timestamp('1901-04-01 00:00:00'), 0.0)",-0.23371059
"(Timestamp('1901-05-01 00:00:00'), 0.0)",-0.52934605
"(Timestamp('1901-06-01 00:00:00'), 0.0)",-0.49358222
"(Timestamp('1901-07-01 00:00:00'), 0.0)",-0.4015899
"(Timestamp('1901-08-01 00:00:00'), 0.0)",-0.41230208
"(Timestamp('1901-09-01 00:00:00'), 0.0)",-0.3816927
"(Timestamp('1901-10-01 00:00:00'), 0.0)",-0.44426614
"(Timestamp('1901-11-01 00:00:00'), 0.0)",-0.50456613
"(Timestamp('1901-12-01 00:00:00'), 0.0)",-0.0527646
"(Timestamp('1902-01-01 00:00:00'), 0.0)",-0.55478674
"(Timestamp('1902-02-01 00:00:00'), 0.0)",-0.38508606
"(Timestamp('1902-03-01 00:00:00'), 0.0)",-0.870668
"(Timestamp('1902-04-01 00:00:00'), 0.0)",-0.77785546
"(Timestamp('1902-05-01 00:00:00'), 0.0)",-0.536558
"(Timestamp('1902-06-01 00:00:00'), 0.0)",-0.35891822
"(Timestamp('1902-07-01 00:00:00'), 0.0)",-0.39631468
"(Timestamp('1902-08-01 00:00:00'), 0.0)",-0.5683626
"(Timestamp('1902-09-01 00:00:00'), 0.0)",-0.51252455
"(Timestamp('1902-10-01 00:00:00'), 0.0)",-0.5324077
"(Timestamp('1902-11-01 00:00:00'), 0.0)",-0.4651703
"(Timestamp('1902-12-01 00:00:00'), 0.0)",-0.83796805
"(Timestamp('1903-01-01 00:00:00'), 0.0)",-0.60394853
"(Timestamp('1903-02-01 00:00:00'), 0.0)",-0.7160737
"(Timestamp('1903-03-01 00:00:00'), 0.0)",-0.42743072
"(Timestamp('1903-04-01 00:00:00'), 0.0)",-0.8614393
"(Timestamp('1903-05-01 00:00:00'), 0.0)",-0.52864057
"(Timestamp('1903-06-01 00:00:00'), 0.0)",-0.4649061
"(Timestamp('1903-07-01 00:00:00'), 0.0)",-0.6768989
"(Timestamp('1903-08-01 00:00:00'), 0.0)",-0.79186124
"(Timestamp('1903-09-01 00:00:00'), 0.0)",-0.68041587
"(Timestamp('1903-10-01 00:00:00'), 0.0)",-0.64934343
"(Timestamp('1903-11-01 00:00:00'), 0.0)",-0.38034835
"(Timestamp('1903-12-01 00:00:00'), 0.0)",-0.8389636
"(Timestamp('1904-01-01 00:00:00'), 0.0)",-1.0632057
"(Timestamp('1904-02-01 00:00:00'), 0.0)",-0.7841518
"(Timestamp('1904-03-01 00:00:00'), 0.0)",-0.41609064
"(Timestamp('1904-04-01 00:00:00'), 0.0)",-0.96039855
"(Timestamp('1904-05-01 00:00:00'), 0.0)",-0.71093845
"(Timestamp('1904-06-01 00:00:00'), 0.0)",-0.61846584
"(Timestamp('1904-07-01 00:00:00'), 0.0)",-0.6508644
"(Timestamp('1904-08-01 00:00:00'), 0.0)",-0.68312854
"(Timestamp('1904-09-01 00:00:00'), 0.0)",-0.6533825
"(Timestamp('1904-10-01 00:00:00'), 0.0)",-0.42820296
"(Timestamp('1904-11-01 00:00:00'), 0.0)",-0.31779212
"(Timestamp('1904-12-01 00:00:00'), 0.0)",-0.34510326
"(Timestamp('1905-01-01 00:00:00'), 0.0)",-0.7100421
"(Timestamp('1905-02-01 00:00:00'), 0.0)",-0.8064646
"(Timestamp('1905-03-01 00:00:00'), 0.0)",-0.3301703
"(Timestamp('1905-04-01 00:00:00'), 0.0)",-0.48208985
"(Timestamp('1905-05-01 00:00:00'), 0.0)",-0.35724333
"(Timestamp('1905-06-01 00:00:00'), 0.0)",-0.39324814
"(Timestamp('1905-07-01 00:00:00'), 0.0)",-0.38436216
"(Timestamp('1905-08-01 00:00:00'), 0.0)",-0.65915936
"(Timestamp('1905-09-01 00:00:00'), 0.0)",-0.6673595
"(Timestamp('1905-10-01 00:00:00'), 0.0)",-0.6809204
"(Timestamp('1905-11-01 00:00:00'), 0.0)",-0.56012964
"(Timestamp('1905-12-01 00:00:00'), 0.0)",-0.6953139
"(Timestamp('1906-01-01 00:00:00'), 0.0)",-0.71683806
"(Timestamp('1906-02-01 00:00:00'), 0.0)",-0.46545598
"(Timestamp('1906-03-01 00:00:00'), 0.0)",-0.7308229
"(Timestamp('1906-04-01 00:00:00'), 0.0)",-0.18735984
"(Timestamp('1906-05-01 00:00:00'), 0.0)",-0.42808872
"(Timestamp('1906-06-01 00:00:00'), 0.0)",-0.24805005
"(Timestamp('1906-07-01 00:00:00'), 0.0)",-0.33283824
"(Timestamp('1906-08-01 00:00:00'), 0.0)",-0.42623448
"(Timestamp('1906-09-01 00:00:00'), 0.0)",-0.43407032
"(Timestamp('1906-10-01 00:00:00'), 0.0)",-0.14978793
"(Timestamp('1906-11-01 00:00:00'), 0.0)",-0.20442984
"(Timestamp('1906-12-01 00:00:00'), 0.0)",-0.02893283
"(Timestamp('1907-01-01 00:00:00'), 0.0)",-0.4635999
"(Timestamp('1907-02-01 00:00:00'), 0.0)",-0.7772348
"(Timestamp('1907-03-01 00:00:00'), 0.0)",-0.44114733
"(Timestamp('1907-04-01 00:00:00'), 0.0)",-0.7407113
"(Timestamp('1907-05-01 00:00:00'), 0.0)",-0.73552907
"(Timestamp('1907-06-01 00:00:00'), 0.0)",-0.60720223
"(Timestamp('1907-07-01 00:00:00'), 0.0)",-0.46679235
"(Timestamp('1907-08-01 00:00:00'), 0.0)",-0.38700172
"(Timestamp('1907-09-01 00:00:00'), 0.0)",-0.59804374
"(Timestamp('1907-10-01 00:00:00'), 0.0)",-0.37100482
"(Timestamp('1907-11-01 00:00:00'), 0.0)",-0.50338817
"(Timestamp('1907-12-01 00:00:00'), 0.0)",-0.59229803
"(Timestamp('1908-01-01 00:00:00'), 0.0)",-0.98309654
"(Timestamp('1908-02-01 00:00:00'), 0.0)",-0.3452162
"(Timestamp('1908-03-01 00:00:00'), 0.0)",-0.720896
"(Timestamp('1908-04-01 00:00:00'), 0.0)",-0.9152293
"(Timestamp('1908-05-01 00:00:00'), 0.0)",-0.85984766
"(Timestamp('1908-06-01 00:00:00'), 0.0)",-0.5679547
"(Timestamp('1908-07-01 00:00:00'), 0.0)",-0.53568476
"(Timestamp('1908-08-01 00:00:00'), 0.0)",-0.7152656
"(Timestamp('1908-09-01 00:00:00'), 0.0)",-0.746758
"(Timestamp('1908-10-01 00:00:00'), 0.0)",-0.6999221
"(Timestamp('1908-11-01 00:00:00'), 0.0)",-0.40382612
"(Timestamp('1908-12-01 00:00:00'), 0.0)",-0.5219947
"(Timestamp('1909-01-01 00:00:00'), 0.0)",-1.1114347
"(Timestamp('1909-02-01 00:00:00'), 0.0)",-0.7166117
"(Timestamp('1909-03-01 00:00:00'), 0.0)",-0.8806237
"(Timestamp('1909-04-01 00:00:00'), 0.0)",-0.862686
"(Timestamp('1909-05-01 00:00:00'), 0.0)",-0.6342111
"(Timestamp('1909-06-01 00:00:00'), 0.0)",-0.6796781
"(Timestamp('1909-07-01 00:00:00'), 0.0)",-0.63639736
"(Timestamp('1909-08-01 00:00:00'), 0.0)",-0.5614522
"(Timestamp('1909-09-01 00:00:00'), 0.0)",-0.47372207
"(Timestamp('1909-10-01 00:00:00'), 0.0)",-0.29492548
"(Timestamp('1909-11-01 00:00:00'), 0.0)",-0.28023684
"(Timestamp('1909-12-01 00:00:00'), 0.0)",-0.6687403
"(Timestamp('1910-01-01 00:00:00'), 0.0)",-0.6228405
"(Timestamp('1910-02-01 00:00:00'), 0.0)",-0.61305517
"(Timestamp('1910-03-01 00:00:00'), 0.0)",-0.68749654
"(Timestamp('1910-04-01 00:00:00'), 0.0)",-0.67913383
"(Timestamp('1910-05-01 00:00:00'), 0.0)",-0.5074575
"(Timestamp('1910-06-01 00:00:00'), 0.0)",-0.5563239
"(Timestamp('1910-07-01 00:00:00'), 0.0)",-0.44629037
"(Timestamp('1910-08-01 00:00:00'), 0.0)",-0.49160945
"(Timestamp('1910-09-01 00:00:00'), 0.0)",-0.37177315
"(Timestamp('1910-10-01 00:00:00'), 0.0)",-0.46273413
"(Timestamp('1910-11-01 00:00:00'), 0.0)",-0.1362296
"(Timestamp('1910-12-01 00:00:00'), 0.0)",-0.57343626
"(Timestamp('1911-01-01 00:00:00'), 0.0)",-0.85317576
"(Timestamp('1911-02-01 00:00:00'), 0.0)",-1.016061
"(Timestamp('1911-03-01 00:00:00'), 0.0)",-1.0687371
"(Timestamp('1911-04-01 00:00:00'), 0.0)",-0.427851
"(Timestamp('1911-05-01 00:00:00'), 0.0)",-0.68230414
"(Timestamp('1911-06-01 00:00:00'), 0.0)",-0.72000855
"(Timestamp('1911-07-01 00:00:00'), 0.0)",-0.60593724
"(Timestamp('1911-08-01 00:00:00'), 0.0)",-0.53798664
"(Timestamp('1911-09-01 00:00:00'), 0.0)",-0.51383257
"(Timestamp('1911-10-01 00:00:00'), 0.0)",-0.2682852
"(Timestamp('1911-11-01 00:00:00'), 0.0)",-0.26608518
"(Timestamp('1911-12-01 00:00:00'), 0.0)",-0.41959074
"(Timestamp('1912-01-01 00:00:00'), 0.0)",-0.8724633
"(Timestamp('1912-02-01 00:00:00'), 0.0)",-0.8760676
"(Timestamp('1912-03-01 00:00:00'), 0.0)",-1.0983027
"(Timestamp('1912-04-01 00:00:00'), 0.0)",-0.73306245
"(Timestamp('1912-05-01 00:00:00'), 0.0)",-0.54114115
"(Timestamp('1912-06-01 00:00:00'), 0.0)",-0.45171955
"(Timestamp('1912-07-01 00:00:00'), 0.0)",-0.6106007
"(Timestamp('1912-08-01 00:00:00'), 0.0)",-0.79304194
"(Timestamp('1912-09-01 00:00:00'), 0.0)",-0.71897286
"(Timestamp('1912-10-01 00:00:00'), 0.0)",-0.87887853
"(Timestamp('1912-11-01 00:00:00'), 0.0)",-0.17580058
"(Timestamp('1912-12-01 00:00:00'), 0.0)",-0.36237845
"(Timestamp('1913-01-01 00:00:00'), 0.0)",-0.7131759
"(Timestamp('1913-02-01 00:00:00'), 0.0)",-0.64505327
"(Timestamp('1913-03-01 00:00:00'), 0.0)",-0.75316375
"(Timestamp('1913-04-01 00:00:00'), 0.0)",-0.747828
"(Timestamp('1913-05-01 00:00:00'), 0.0)",-0.7124617
"(Timestamp('1913-06-01 00:00:00'), 0.0)",-0.559723
"(Timestamp('1913-07-01 00:00:00'), 0.0)",-0.62552047
"(Timestamp('1913-08-01 00:00:00'), 0.0)",-0.4054101
"(Timestamp('1913-09-01 00:00:00'), 0.0)",-0.41850355
"(Timestamp('1913-10-01 00:00:00'), 0.0)",-0.44020367
"(Timestamp('1913-11-01 00:00:00'), 0.0)",-0.5576344
"(Timestamp('1913-12-01 00:00:00'), 0.0)",-0.07136692
"(Timestamp('1914-01-01 00:00:00'), 0.0)",-0.6982953
"(Timestamp('1914-02-01 00:00:00'), 0.0)",-0.51057774
"(Timestamp('1914-03-01 00:00:00'), 0.0)",-0.7162646
"(Timestamp('1914-04-01 00:00:00'), 0.0)",-0.43410745
"(Timestamp('1914-05-01 00:00:00'), 0.0)",-0.43430513
"(Timestamp('1914-06-01 00:00:00'), 0.0)",-0.42188215
"(Timestamp('1914-07-01 00:00:00'), 0.0)",-0.48377132
"(Timestamp('1914-08-01 00:00:00'), 0.0)",-0.5337215
"(Timestamp('1914-09-01 00:00:00'), 0.0)",-0.55115205
"(Timestamp('1914-10-01 00:00:00'), 0.0)",-0.24066585
"(Timestamp('1914-11-01 00:00:00'), 0.0)",0.10720692
"(Timestamp('1914-12-01 00:00:00'), 0.0)",-0.2104045
"(Timestamp('1915-01-01 00:00:00'), 0.0)",-0.47267324
"(Timestamp('1915-02-01 00:00:00'), 0.0)",-0.32255074
"(Timestamp('1915-03-01 00:00:00'), 0.0)",-0.421332
"(Timestamp('1915-04-01 00:00:00'), 0.0)",-0.21706358
"(Timestamp('1915-05-01 00:00:00'), 0.0)",-0.40010598
"(Timestamp('1915-06-01 00:00:00'), 0.0)",-0.39090446
"(Timestamp('1915-07-01 00:00:00'), 0.0)",-0.30426237
"(Timestamp('1915-08-01 00:00:00'), 0.0)",-0.44195142
"(Timestamp('1915-09-01 00:00:00'), 0.0)",-0.341511
