time,global_anom_mean
"(Timestamp('1915-10-01 00:00:00'), 0.0)",-0.3638187
"(Timestamp('1915-11-01 00:00:00'), 0.0)",-0.33612886
"(Timestamp('1915-12-01 00:00:00'), 0.0)",-0.8351056
"(Timestamp('1916-01-01 00:00:00'), 0.0)",-0.3602691
"(Timestamp('1916-02-01 00:00:00'), 0.0)",-0.47165316
"(Timestamp('1916-03-01 00:00:00'), 0.0)",-0.42937207
"(Timestamp('1916-04-01 00:00:00'), 0.0)",-0.5375336
"(Timestamp('1916-05-01 00:00:00'), 0.0)",-0.38721597
"(Timestamp('1916-06-01 00:00:00'), 0.0)",-0.38559
"(Timestamp('1916-07-01 00:00:00'), 0.0)",-0.54863065
"(Timestamp('1916-08-01 00:00:00'), 0.0)",-0.32825032
"(Timestamp('1916-09-01 00:00:00'), 0.0)",-0.49092385
"(Timestamp('1916-10-01 00:00:00'), 0.0)",-0.49699283
"(Timestamp('1916-11-01 00:00:00'), 0.0)",-0.9727623
"(Timestamp('1916-12-01 00:00:00'), 0.0)",-1.2874247
"(Timestamp('1917-01-01 00:00:00'), 0.0)",-0.7108971
"(Timestamp('1917-02-01 00:00:00'), 0.0)",-1.2210141
"(Timestamp('1917-03-01 00:00:00'), 0.0)",-1.2020875
"(Timestamp('1917-04-01 00:00:00'), 0.0)",-0.88301605
"(Timestamp('1917-05-01 00:00:00'), 0.0)",-0.7436325
"(Timestamp('1917-06-01 00:00:00'), 0.0)",-0.49179247
"(Timestamp('1917-07-01 00:00:00'), 0.0)",-0.27545047
"(Timestamp('1917-08-01 00:00:00'), 0.0)",-0.44563928
"(Timestamp('1917-09-01 00:00:00'), 0.0)",-0.5364304
"(Timestamp('1917-10-01 00:00:00'), 0.0)",-0.73262686
"(Timestamp('1917-11-01 00:00:00'), 0.0)",-0.5640424
"(Timestamp('1917-12-01 00:00:00'), 0.0)",-0.85413283
"(Timestamp('1918-01-01 00:00:00'), 0.0)",-1.1700829
"(Timestamp('1918-02-01 00:00:00'), 0.0)",-0.8612596
"(Timestamp('1918-03-01 00:00:00'), 0.0)",-0.8269791
"(Timestamp('1918-04-01 00:00:00'), 0.0)",-0.8616961
"(Timestamp('1918-05-01 00:00:00'), 0.0)",-0.65666705
"(Timestamp('1918-06-01 00:00:00'), 0.0)",-0.7300675
"(Timestamp('1918-07-01 00:00:00'), 0.0)",-0.49740413
"(Timestamp('1918-08-01 00:00:00'), 0.0)",-0.4542471
"(Timestamp('1918-09-01 00:00:00'), 0.0)",-0.4182943
"(Timestamp('1918-10-01 00:00:00'), 0.0)",-0.31027716
"(Timestamp('1918-11-01 00:00:00'), 0.0)",-0.50068253
"(Timestamp('1918-12-01 00:00:00'), 0.0)",-0.35261834
"(Timestamp('1919-01-01 00:00:00'), 0.0)",-0.09347075
"(Timestamp('1919-02-01 00:00:00'), 0.0)",-0.8252185
"(Timestamp('1919-03-01 00:00:00'), 0.0)",-0.93396837
"(Timestamp('1919-04-01 00:00:00'), 0.0)",-0.499149
"(Timestamp('1919-05-01 00:00:00'), 0.0)",-0.30465147
"(Timestamp('1919-06-01 00:00:00'), 0.0)",-0.6403858
"(Timestamp('1919-07-01 00:00:00'), 0.0)",-0.46201858
"(Timestamp('1919-08-01 00:00:00'), 0.0)",-0.6465542
"(Timestamp('1919-09-01 00:00:00'), 0.0)",-0.36807278
"(Timestamp('1919-10-01 00:00:00'), 0.0)",-0.44374603
"(Timestamp('1919-11-01 00:00:00'), 0.0)",-0.2386873
"(Timestamp('1919-12-01 00:00:00'), 0.0)",-0.41777354
"(Timestamp('1920-01-01 00:00:00'), 0.0)",-0.42241904
"(Timestamp('1920-02-01 00:00:00'), 0.0)",-0.35112095
"(Timestamp('1920-03-01 00:00:00'), 0.0)",-0.32215223
"(Timestamp('1920-04-01 00:00:00'), 0.0)",-0.67890716
"(Timestamp('1920-05-01 00:00:00'), 0.0)",-0.36353028
"(Timestamp('1920-06-01 00:00:00'), 0.0)",-0.49521777
"(Timestamp('1920-07-01 00:00:00'), 0.0)",-0.5583163
"(Timestamp('1920-08-01 00:00:00'), 0.0)",-0.4409049
"(Timestamp('1920-09-01 00:00:00'), 0.0)",-0.5167119
"(Timestamp('1920-10-01 00:00:00'), 0.0)",-0.4276872
"(Timestamp('1920-11-01 00:00:00'), 0.0)",-0.356318
"(Timestamp('1920-12-01 00:00:00'), 0.0)",-0.56189644
"(Timestamp('1921-01-01 00:00:00'), 0.0)",-0.4356859
"(Timestamp('1921-02-01 00:00:00'), 0.0)",-0.83583146
"(Timestamp('1921-03-01 00:00:00'), 0.0)",-0.6732094
"(Timestamp('1921-04-01 00:00:00'), 0.0)",-0.6802751
"(Timestamp('1921-05-01 00:00:00'), 0.0)",-0.33121103
"(Timestamp('1921-06-01 00:00:00'), 0.0)",-0.44059712
"(Timestamp('1921-07-01 00:00:00'), 0.0)",-0.29374886
"(Timestamp('1921-08-01 00:00:00'), 0.0)",-0.35072926
"(Timestamp('1921-09-01 00:00:00'), 0.0)",-0.42108107
"(Timestamp('1921-10-01 00:00:00'), 0.0)",-0.07301834
"(Timestamp('1921-11-01 00:00:00'), 0.0)",0.018668752
"(Timestamp('1921-12-01 00:00:00'), 0.0)",-0.31979868
"(Timestamp('1922-01-01 00:00:00'), 0.0)",-0.28348747
"(Timestamp('1922-02-01 00:00:00'), 0.0)",-0.9275864
"(Timestamp('1922-03-01 00:00:00'), 0.0)",-0.6225921
"(Timestamp('1922-04-01 00:00:00'), 0.0)",-0.46115568
"(Timestamp('1922-05-01 00:00:00'), 0.0)",-0.6257609
"(Timestamp('1922-06-01 00:00:00'), 0.0)",-0.5450816
"(Timestamp('1922-07-01 00:00:00'), 0.0)",-0.5592243
"(Timestamp('1922-08-01 00:00:00'), 0.0)",-0.63085157
"(Timestamp('1922-09-01 00:00:00'), 0.0)",-0.49374786
"(Timestamp('1922-10-01 00:00:00'), 0.0)",-0.45391577
"(Timestamp('1922-11-01 00:00:00'), 0.0)",0.21162114
"(Timestamp('1922-12-01 00:00:00'), 0.0)",-0.12391484
"(Timestamp('1923-01-01 00:00:00'), 0.0)",-0.5759988
"(Timestamp('1923-02-01 00:00:00'), 0.0)",-0.57157457
"(Timestamp('1923-03-01 00:00:00'), 0.0)",-1.0224355
"(Timestamp('1923-04-01 00:00:00'), 0.0)",-0.4820923
"(Timestamp('1923-05-01 00:00:00'), 0.0)",-0.3395721
"(Timestamp('1923-06-01 00:00:00'), 0.0)",-0.42778525
"(Timestamp('1923-07-01 00:00:00'), 0.0)",-0.598612
"(Timestamp('1923-08-01 00:00:00'), 0.0)",-0.68972695
"(Timestamp('1923-09-01 00:00:00'), 0.0)",-0.66594595
"(Timestamp('1923-10-01 00:00:00'), 0.0)",-0.25722128
"(Timestamp('1923-11-01 00:00:00'), 0.0)",-0.037872996
"(Timestamp('1923-12-01 00:00:00'), 0.0)",-0.24557206
"(Timestamp('1924-01-01 00:00:00'), 0.0)",-0.44553864
"(Timestamp('1924-02-01 00:00:00'), 0.0)",-0.47824788
"(Timestamp('1924-03-01 00:00:00'), 0.0)",-0.420254
"(Timestamp('1924-04-01 00:00:00'), 0.0)",-0.473831
"(Timestamp('1924-05-01 00:00:00'), 0.0)",-0.38212848
"(Timestamp('1924-06-01 00:00:00'), 0.0)",-0.43199086
"(Timestamp('1924-07-01 00:00:00'), 0.0)",-0.64000005
"(Timestamp('1924-08-01 00:00:00'), 0.0)",-0.654524
"(Timestamp('1924-09-01 00:00:00'), 0.0)",-0.4890575
"(Timestamp('1924-10-01 00:00:00'), 0.0)",-0.4496166
"(Timestamp('1924-11-01 00:00:00'), 0.0)",-0.14287005
"(Timestamp('1924-12-01 00:00:00'), 0.0)",-0.38283122
"(Timestamp('1925-01-01 00:00:00'), 0.0)",-0.693213
"(Timestamp('1925-02-01 00:00:00'), 0.0)",-0.46222395
"(Timestamp('1925-03-01 00:00:00'), 0.0)",-0.50607383
"(Timestamp('1925-04-01 00:00:00'), 0.0)",-0.25459823
"(Timestamp('1925-05-01 00:00:00'), 0.0)",-0.33106756
"(Timestamp('1925-06-01 00:00:00'), 0.0)",-0.54020315
"(Timestamp('1925-07-01 00:00:00'), 0.0)",-0.4987848
"(Timestamp('1925-08-01 00:00:00'), 0.0)",-0.6235568
"(Timestamp('1925-09-01 00:00:00'), 0.0)",-0.58995336
"(Timestamp('1925-10-01 00:00:00'), 0.0)",-0.21010213
"(Timestamp('1925-11-01 00:00:00'), 0.0)",-0.3151083
"(Timestamp('1925-12-01 00:00:00'), 0.0)",-0.3696401
"(Timestamp('1926-01-01 00:00:00'), 0.0)",-0.122620195
"(Timestamp('1926-02-01 00:00:00'), 0.0)",-0.39209056
"(Timestamp('1926-03-01 00:00:00'), 0.0)",-0.21562718
"(Timestamp('1926-04-01 00:00:00'), 0.0)",-0.016500555
"(Timestamp('1926-05-01 00:00:00'), 0.0)",-0.456009
"(Timestamp('1926-06-01 00:00:00'), 0.0)",-0.45764023
"(Timestamp('1926-07-01 00:00:00'), 0.0)",-0.4752833
"(Timestamp('1926-08-01 00:00:00'), 0.0)",-0.5473431
"(Timestamp('1926-09-01 00:00:00'), 0.0)",-0.39729214
"(Timestamp('1926-10-01 00:00:00'), 0.0)",0.03026489
"(Timestamp('1926-11-01 00:00:00'), 0.0)",-0.2625721
"(Timestamp('1926-12-01 00:00:00'), 0.0)",-0.4922508
"(Timestamp('1927-01-01 00:00:00'), 0.0)",-0.55882275
"(Timestamp('1927-02-01 00:00:00'), 0.0)",-0.35945356
"(Timestamp('1927-03-01 00:00:00'), 0.0)",-0.8560582
"(Timestamp('1927-04-01 00:00:00'), 0.0)",-0.7110794
"(Timestamp('1927-05-01 00:00:00'), 0.0)",-0.43727106
"(Timestamp('1927-06-01 00:00:00'), 0.0)",-0.30675554
"(Timestamp('1927-07-01 00:00:00'), 0.0)",-0.46996695
"(Timestamp('1927-08-01 00:00:00'), 0.0)",-0.13581127
"(Timestamp('1927-09-01 00:00:00'), 0.0)",-0.28220457
"(Timestamp('1927-10-01 00:00:00'), 0.0)",-0.099550344
"(Timestamp('1927-11-01 00:00:00'), 0.0)",-0.043747995
"(Timestamp('1927-12-01 00:00:00'), 0.0)",-0.69004554
"(Timestamp('1928-01-01 00:00:00'), 0.0)",-0.37491918
"(Timestamp('1928-02-01 00:00:00'), 0.0)",-0.3855715
"(Timestamp('1928-03-01 00:00:00'), 0.0)",-0.58911526
"(Timestamp('1928-04-01 00:00:00'), 0.0)",-0.6006433
"(Timestamp('1928-05-01 00:00:00'), 0.0)",-0.49222973
"(Timestamp('1928-06-01 00:00:00'), 0.0)",-0.27124208
"(Timestamp('1928-07-01 00:00:00'), 0.0)",-0.53692573
"(Timestamp('1928-08-01 00:00:00'), 0.0)",-0.46735358
"(Timestamp('1928-09-01 00:00:00'), 0.0)",-0.18659051
"(Timestamp('1928-10-01 00:00:00'), 0.0)",-0.40761647
"(Timestamp('1928-11-01 00:00:00'), 0.0)",-0.29191735
"(Timestamp('1928-12-01 00:00:00'), 0.0)",-0.18025875
"(Timestamp('1929-01-01 00:00:00'), 0.0)",-0.47624034
"(Timestamp('1929-02-01 00:00:00'), 0.0)",-0.4860318
"(Timestamp('1929-03-01 00:00:00'), 0.0)",-0.84591645
"(Timestamp('1929-04-01 00:00:00'), 0.0)",-0.8983032
"(Timestamp('1929-05-01 00:00:00'), 0.0)",-0.68393177
"(Timestamp('1929-06-01 00:00:00'), 0.0)",-0.79725367
"(Timestamp('1929-07-01 00:00:00'), 0.0)",-0.75868046
"(Timestamp('1929-08-01 00:00:00'), 0.0)",-0.4193948
"(Timestamp('1929-09-01 00:00:00'), 0.0)",-0.4187778
"(Timestamp('1929-10-01 00:00:00'), 0.0)",-0.3037239
"(Timestamp('1929-11-01 00:00:00'), 0.0)",-0.40089384
"(Timestamp('1929-12-01 00:00:00'), 0.0)",-0.5813967
"(Timestamp('1930-01-01 00:00:00'), 0.0)",-0.55701023
"(Timestamp('1930-02-01 00:00:00'), 0.0)",-0.5107703
"(Timestamp('1930-03-01 00:00:00'), 0.0)",-0.69928485
"(Timestamp('1930-04-01 00:00:00'), 0.0)",-0.17947096
"(Timestamp('1930-05-01 00:00:00'), 0.0)",-0.3459118
"(Timestamp('1930-06-01 00:00:00'), 0.0)",-0.36324042
"(Timestamp('1930-07-01 00:00:00'), 0.0)",-0.27037972
"(Timestamp('1930-08-01 00:00:00'), 0.0)",-0.42804676
"(Timestamp('1930-09-01 00:00:00'), 0.0)",-0.4874019
"(Timestamp('1930-10-01 00:00:00'), 0.0)",-0.32134244
"(Timestamp('1930-11-01 00:00:00'), 0.0)",0.3643719
"(Timestamp('1930-12-01 00:00:00'), 0.0)",-0.09771325
"(Timestamp('1931-01-01 00:00:00'), 0.0)",-0.20859523
"(Timestamp('1931-02-01 00:00:00'), 0.0)",-0.46360528
"(Timestamp('1931-03-01 00:00:00'), 0.0)",-0.50840825
"(Timestamp('1931-04-01 00:00:00'), 0.0)",-0.44281673
"(Timestamp('1931-05-01 00:00:00'), 0.0)",-0.39439726
"(Timestamp('1931-06-01 00:00:00'), 0.0)",-0.33453566
"(Timestamp('1931-07-01 00:00:00'), 0.0)",-0.27942246
"(Timestamp('1931-08-01 00:00:00'), 0.0)",-0.24807702
"(Timestamp('1931-09-01 00:00:00'), 0.0)",-0.19884622
"(Timestamp('1931-10-01 00:00:00'), 0.0)",-0.09745127
"(Timestamp('1931-11-01 00:00:00'), 0.0)",0.08910116
"(Timestamp('1931-12-01 00:00:00'), 0.0)",-0.007917133
"(Timestamp('1932-01-01 00:00:00'), 0.0)",-0.074782
"(Timestamp('1932-02-01 00:00:00'), 0.0)",-0.5620013
"(Timestamp('1932-03-01 00:00:00'), 0.0)",-0.33675873
"(Timestamp('1932-04-01 00:00:00'), 0.0)",-0.28679284
"(Timestamp('1932-05-01 00:00:00'), 0.0)",-0.28214285
"(Timestamp('1932-06-01 00:00:00'), 0.0)",-0.29476917
"(Timestamp('1932-07-01 00:00:00'), 0.0)",-0.5091163
"(Timestamp('1932-08-01 00:00:00'), 0.0)",-0.6874976
"(Timestamp('1932-09-01 00:00:00'), 0.0)",-0.21125253
"(Timestamp('1932-10-01 00:00:00'), 0.0)",-0.07974103
"(Timestamp('1932-11-01 00:00:00'), 0.0)",-0.5768943
"(Timestamp('1932-12-01 00:00:00'), 0.0)",-0.2966796
"(Timestamp('1933-01-01 00:00:00'), 0.0)",-0.0228948
"(Timestamp('1933-02-01 00:00:00'), 0.0)",-0.4230634
"(Timestamp('1933-03-01 00:00:00'), 0.0)",-0.44354883
"(Timestamp('1933-04-01 00:00:00'), 0.0)",-0.44931698
"(Timestamp('1933-05-01 00:00:00'), 0.0)",-0.45827353
"(Timestamp('1933-06-01 00:00:00'), 0.0)",-0.47490373
"(Timestamp('1933-07-01 00:00:00'), 0.0)",-0.5699355
"(Timestamp('1933-08-01 00:00:00'), 0.0)",-0.5792026
"(Timestamp('1933-09-01 00:00:00'), 0.0)",-0.6967667
"(Timestamp('1933-10-01 00:00:00'), 0.0)",-0.26245147
"(Timestamp('1933-11-01 00:00:00'), 0.0)",-0.47502702
"(Timestamp('1933-12-01 00:00:00'), 0.0)",-0.4128207
"(Timestamp('1934-01-01 00:00:00'), 0.0)",-0.41567823
"(Timestamp('1934-02-01 00:00:00'), 0.0)",-0.26954472
"(Timestamp('1934-03-01 00:00:00'), 0.0)",-0.34585506
"(Timestamp('1934-04-01 00:00:00'), 0.0)",-0.5865454
"(Timestamp('1934-05-01 00:00:00'), 0.0)",-0.1998097
"(Timestamp('1934-06-01 00:00:00'), 0.0)",-0.44750586
"(Timestamp('1934-07-01 00:00:00'), 0.0)",-0.41599444
"(Timestamp('1934-08-01 00:00:00'), 0.0)",-0.35045114
"(Timestamp('1934-09-01 00:00:00'), 0.0)",-0.11640015
"(Timestamp('1934-10-01 00:00:00'), 0.0)",0.0014064695
"(Timestamp('1934-11-01 00:00:00'), 0.0)",0.20809758
"(Timestamp('1934-12-01 00:00:00'), 0.0)",-0.29786116
"(Timestamp('1935-01-01 00:00:00'), 0.0)",-0.67875516
"(Timestamp('1935-02-01 00:00:00'), 0.0)",-0.05458506
"(Timestamp('1935-03-01 00:00:00'), 0.0)",-0.5512548
"(Timestamp('1935-04-01 00:00:00'), 0.0)",-0.7398384
"(Timestamp('1935-05-01 00:00:00'), 0.0)",-0.5291131
"(Timestamp('1935-06-01 00:00:00'), 0.0)",-0.6625352
"(Timestamp('1935-07-01 00:00:00'), 0.0)",-0.24949357
"(Timestamp('1935-08-01 00:00:00'), 0.0)",-0.31720766
"(Timestamp('1935-09-01 00:00:00'), 0.0)",-0.2453383
"(Timestamp('1935-10-01 00:00:00'), 0.0)",-0.21376151
"(Timestamp('1935-11-01 00:00:00'), 0.0)",-0.09183309
"(Timestamp('1935-12-01 00:00:00'), 0.0)",-0.17136997
"(Timestamp('1936-01-01 00:00:00'), 0.0)",-0.62994885
"(Timestamp('1936-02-01 00:00:00'), 0.0)",-0.56890464
"(Timestamp('1936-03-01 00:00:00'), 0.0)",-0.62967134
"(Timestamp('1936-04-01 00:00:00'), 0.0)",-0.3244894
"(Timestamp('1936-05-01 00:00:00'), 0.0)",-0.44466823
"(Timestamp('1936-06-01 00:00:00'), 0.0)",-0.37242717
"(Timestamp('1936-07-01 00:00:00'), 0.0)",-0.15385343
"(Timestamp('1936-08-01 00:00:00'), 0.0)",-0.039875347
"(Timestamp('1936-09-01 00:00:00'), 0.0)",-0.23500495
"(Timestamp('1936-10-01 00:00:00'), 0.0)",0.03434513
"(Timestamp('1936-11-01 00:00:00'), 0.0)",-0.1501425
"(Timestamp('1936-12-01 00:00:00'), 0.0)",-0.12010047
"(Timestamp('1937-01-01 00:00:00'), 0.0)",0.070692085
"(Timestamp('1937-02-01 00:00:00'), 0.0)",-0.41021186
"(Timestamp('1937-03-01 00:00:00'), 0.0)",-0.66914356
"(Timestamp('1937-04-01 00:00:00'), 0.0)",-0.5076077
"(Timestamp('1937-05-01 00:00:00'), 0.0)",-0.25891927
"(Timestamp('1937-06-01 00:00:00'), 0.0)",-0.33427128
"(Timestamp('1937-07-01 00:00:00'), 0.0)",-0.3360159
"(Timestamp('1937-08-01 00:00:00'), 0.0)",-0.14475793
"(Timestamp('1937-09-01 00:00:00'), 0.0)",-0.037291773
"(Timestamp('1937-10-01 00:00:00'), 0.0)",-0.050170522
"(Timestamp('1937-11-01 00:00:00'), 0.0)",0.22826357
"(Timestamp('1937-12-01 00:00:00'), 0.0)",-0.08471043
"(Timestamp('1938-01-01 00:00:00'), 0.0)",-0.11131682
"(Timestamp('1938-02-01 00:00:00'), 0.0)",0.04721871
"(Timestamp('1938-03-01 00:00:00'), 0.0)",-0.013614125
"(Timestamp('1938-04-01 00:00:00'), 0.0)",-0.11023539
"(Timestamp('1938-05-01 00:00:00'), 0.0)",-0.3587189
"(Timestamp('1938-06-01 00:00:00'), 0.0)",-0.54299045
"(Timestamp('1938-07-01 00:00:00'), 0.0)",-0.13336618
"(Timestamp('1938-08-01 00:00:00'), 0.0)",-0.15866858
"(Timestamp('1938-09-01 00:00:00'), 0.0)",-0.044355545
"(Timestamp('1938-10-01 00:00:00'), 0.0)",0.13725516
"(Timestamp('1938-11-01 00:00:00'), 0.0)",0.26390317
"(Timestamp('1938-12-01 00:00:00'), 0.0)",-0.007900191
"(Timestamp('1939-01-01 00:00:00'), 0.0)",-0.2588293
"(Timestamp('1939-02-01 00:00:00'), 0.0)",-0.23131008
"(Timestamp('1939-03-01 00:00:00'), 0.0)",-0.6698022
"(Timestamp('1939-04-01 00:00:00'), 0.0)",-0.4038108
"(Timestamp('1939-05-01 00:00:00'), 0.0)",-0.2821536
"(Timestamp('1939-06-01 00:00:00'), 0.0)",-0.29500663
"(Timestamp('1939-07-01 00:00:00'), 0.0)",-0.09969722
"(Timestamp('1939-08-01 00:00:00'), 0.0)",-0.06836011
"(Timestamp('1939-09-01 00:00:00'), 0.0)",-0.2650237
"(Timestamp('1939-10-01 00:00:00'), 0.0)",-0.17121425
"(Timestamp('1939-11-01 00:00:00'), 0.0)",-0.026465122
"(Timestamp('1939-12-01 00:00:00'), 0.0)",0.34289056
"(Timestamp('1940-01-01 00:00:00'), 0.0)",0.24122728
"(Timestamp('1940-02-01 00:00:00'), 0.0)",-0.17373165
"(Timestamp('1940-03-01 00:00:00'), 0.0)",-0.20390765
"(Timestamp('1940-04-01 00:00:00'), 0.0)",0.018453887
"(Timestamp('1940-05-01 00:00:00'), 0.0)",-0.011709637
"(Timestamp('1940-06-01 00:00:00'), 0.0)",-0.31147107
"(Timestamp('1940-07-01 00:00:00'), 0.0)",-0.2976825
"(Timestamp('1940-08-01 00:00:00'), 0.0)",-0.30604595
"(Timestamp('1940-09-01 00:00:00'), 0.0)",-0.23466623
"(Timestamp('1940-10-01 00:00:00'), 0.0)",0.10889383
"(Timestamp('1940-11-01 00:00:00'), 0.0)",0.086951554
"(Timestamp('1940-12-01 00:00:00'), 0.0)",0.21222553
"(Timestamp('1941-01-01 00:00:00'), 0.0)",-0.4463519
"(Timestamp('1941-02-01 00:00:00'), 0.0)",-0.055552028
"(Timestamp('1941-03-01 00:00:00'), 0.0)",-0.40844062
"(Timestamp('1941-04-01 00:00:00'), 0.0)",-0.16511728
"(Timestamp('1941-05-01 00:00:00'), 0.0)",-0.12164203
"(Timestamp('1941-06-01 00:00:00'), 0.0)",-0.15118231
"(Timestamp('1941-07-01 00:00:00'), 0.0)",-0.12166214
"(Timestamp('1941-08-01 00:00:00'), 0.0)",-0.03518501
"(Timestamp('1941-09-01 00:00:00'), 0.0)",-0.14313146
"(Timestamp('1941-10-01 00:00:00'), 0.0)",0.003327146
"(Timestamp('1941-11-01 00:00:00'), 0.0)",-0.048548512
"(Timestamp('1941-12-01 00:00:00'), 0.0)",0.101412326
"(Timestamp('1942-01-01 00:00:00'), 0.0)",0.30584094
"(Timestamp('1942-02-01 00:00:00'), 0.0)",-0.45998114
"(Timestamp('1942-03-01 00:00:00'), 0.0)",-0.50392586
"(Timestamp('1942-04-01 00:00:00'), 0.0)",-0.31438068
"(Timestamp('1942-05-01 00:00:00'), 0.0)",-0.28700697
"(Timestamp('1942-06-01 00:00:00'), 0.0)",-0.17053162
"(Timestamp('1942-07-01 00:00:00'), 0.0)",-0.3279531
"(Timestamp('1942-08-01 00:00:00'), 0.0)",-0.13970293
"(Timestamp('1942-09-01 00:00:00'), 0.0)",-0.08130616
"(Timestamp('1942-10-01 00:00:00'), 0.0)",-0.122960806
"(Timestamp('1942-11-01 00:00:00'), 0.0)",-0.0064941687
"(Timestamp('1942-12-01 00:00:00'), 0.0)",-0.15092184
"(Timestamp('1943-01-01 00:00:00'), 0.0)",-0.32123655
"(Timestamp('1943-02-01 00:00:00'), 0.0)",-0.24649936
"(Timestamp('1943-03-01 00:00:00'), 0.0)",-0.37538764
"(Timestamp('1943-04-01 00:00:00'), 0.0)",0.09608721
"(Timestamp('1943-05-01 00:00:00'), 0.0)",-0.3287028
"(Timestamp('1943-06-01 00:00:00'), 0.0)",-0.48044148
"(Timestamp('1943-07-01 00:00:00'), 0.0)",-0.13737866
"(Timestamp('1943-08-01 00:00:00'), 0.0)",-0.23745106
"(Timestamp('1943-09-01 00:00:00'), 0.0)",-0.23820606
"(Timestamp('1943-10-01 00:00:00'), 0.0)",0.20744896
"(Timestamp('1943-11-01 00:00:00'), 0.0)",0.2475934
"(Timestamp('1943-12-01 00:00:00'), 0.0)",-0.08732147
"(Timestamp('1944-01-01 00:00:00'), 0.0)",0.1773793
"(Timestamp('1944-02-01 00:00:00'), 0.0)",0.1849037
"(Timestamp('1944-03-01 00:00:00'), 0.0)",0.10649511
"(Timestamp('1944-04-01 00:00:00'), 0.0)",-0.15776797
"(Timestamp('1944-05-01 00:00:00'), 0.0)",0.036410403
"(Timestamp('1944-06-01 00:00:00'), 0.0)",-0.21465626
"(Timestamp('1944-07-01 00:00:00'), 0.0)",-0.31303108
"(Timestamp('1944-08-01 00:00:00'), 0.0)",-0.26959458
"(Timestamp('1944-09-01 00:00:00'), 0.0)",0.12036861
"(Timestamp('1944-10-01 00:00:00'), 0.0)",0.16482843
"(Timestamp('1944-11-01 00:00:00'), 0.0)",0.38278034
"(Timestamp('1944-12-01 00:00:00'), 0.0)",0.34954053
"(Timestamp('1945-01-01 00:00:00'), 0.0)",0.1501582
"(Timestamp('1945-02-01 00:00:00'), 0.0)",0.07567351
"(Timestamp('1945-03-01 00:00:00'), 0.0)",-0.29955763
"(Timestamp('1945-04-01 00:00:00'), 0.0)",0.1836482
"(Timestamp('1945-05-01 00:00:00'), 0.0)",-0.09032318
"(Timestamp('1945-06-01 00:00:00'), 0.0)",-0.16017888
"(Timestamp('1945-07-01 00:00:00'), 0.0)",-0.22100806
"(Timestamp('1945-08-01 00:00:00'), 0.0)",0.1768882
"(Timestamp('1945-09-01 00:00:00'), 0.0)",-0.1115299
"(Timestamp('1945-10-01 00:00:00'), 0.0)",-0.113923274
"(Timestamp('1945-11-01 00:00:00'), 0.0)",-0.16857491
"(Timestamp('1945-12-01 00:00:00'), 0.0)",-0.2874043
"(Timestamp('1946-01-01 00:00:00'), 0.0)",-0.14769663
"(Timestamp('1946-02-01 00:00:00'), 0.0)",-0.5345161
"(Timestamp('1946-03-01 00:00:00'), 0.0)",-0.53379124
"(Timestamp('1946-04-01 00:00:00'), 0.0)",-0.4769181
"(Timestamp('1946-05-01 00:00:00'), 0.0)",-0.21860565
"(Timestamp('1946-06-01 00:00:00'), 0.0)",-0.34467563
"(Timestamp('1946-07-01 00:00:00'), 0.0)",-0.36158556
"(Timestamp('1946-08-01 00:00:00'), 0.0)",-0.48355582
"(Timestamp('1946-09-01 00:00:00'), 0.0)",-0.3153237
"(Timestamp('1946-10-01 00:00:00'), 0.0)",-0.3757242
"(Timestamp('1946-11-01 00:00:00'), 0.0)",-0.07251388
"(Timestamp('1946-12-01 00:00:00'), 0.0)",-0.27972022
"(Timestamp('1947-01-01 00:00:00'), 0.0)",0.07789896
"(Timestamp('1947-02-01 00:00:00'), 0.0)",0.023620123
"(Timestamp('1947-03-01 00:00:00'), 0.0)",-0.22704019
"(Timestamp('1947-04-01 00:00:00'), 0.0)",-0.13451885
"(Timestamp('1947-05-01 00:00:00'), 0.0)",-0.24080159
"(Timestamp('1947-06-01 00:00:00'), 0.0)",-0.16598418
"(Timestamp('1947-07-01 00:00:00'), 0.0)",-0.18029456
"(Timestamp('1947-08-01 00:00:00'), 0.0)",-0.3652122
"(Timestamp('1947-09-01 00:00:00'), 0.0)",-0.36504245
"(Timestamp('1947-10-01 00:00:00'), 0.0)",0.09436544
"(Timestamp('1947-11-01 00:00:00'), 0.0)",-0.054851204
"(Timestamp('1947-12-01 00:00:00'), 0.0)",-0.34431833
"(Timestamp('1948-01-01 00:00:00'), 0.0)",-0.5110187
"(Timestamp('1948-02-01 00:00:00'), 0.0)",-0.5193714
"(Timestamp('1948-03-01 00:00:00'), 0.0)",-0.5555696
"(Timestamp('1948-04-01 00:00:00'), 0.0)",-0.40492475
"(Timestamp('1948-05-01 00:00:00'), 0.0)",0.022432864
"(Timestamp('1948-06-01 00:00:00'), 0.0)",-0.46231055
"(Timestamp('1948-07-01 00:00:00'), 0.0)",-0.27187994
"(Timestamp('1948-08-01 00:00:00'), 0.0)",-0.29713982
"(Timestamp('1948-09-01 00:00:00'), 0.0)",-0.39186302
"(Timestamp('1948-10-01 00:00:00'), 0.0)",-0.0828328
"(Timestamp('1948-11-01 00:00:00'), 0.0)",-0.22698736
"(Timestamp('1948-12-01 00:00:00'), 0.0)",-0.9107065
"(Timestamp('1949-01-01 00:00:00'), 0.0)",-0.32872182
"(Timestamp('1949-02-01 00:00:00'), 0.0)",-0.29880178
